Year,Month,DayofMonth,DayofWeek,ActualDepTime,ScheduledDepTime,ActualArrTime,ScheduledArrTime,Carrier,FlightNum,TailNum,ActualTotalTime,ScheduledTotalTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,ColY,ColZ,ColAA,ColAB,ColAC
2008,1,5,6,1854,1820,2010,1940,WN,913,N310SW,76,80,64,30,34,DTW,BWI,408,4,8,0,,0,0,0,0,0,30
2008,1,5,6,655,655,811,815,WN,3054,N745SW,76,80,61,-4,0,DTW,BWI,408,4,11,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1404,1400,1525,1525,WN,3771,N725SW,81,85,68,0,4,DTW,BWI,408,3,10,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1028,1025,1256,1305,WN,424,N396SW,148,160,132,-9,3,DTW,MCO,957,8,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1627,1605,1851,1845,WN,1515,N221WN,144,160,129,6,22,DTW,MCO,957,7,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1716,1715,1724,1725,WN,581,N695SW,68,70,50,-1,1,DTW,MDW,229,6,12,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,949,950,952,955,WN,640,N519SW,63,65,52,-3,-1,DTW,MDW,229,3,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1225,1225,1231,1230,WN,1654,N685SW,66,65,54,1,0,DTW,MDW,229,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,828,830,836,840,WN,3413,N781WN,68,70,57,-4,-2,DTW,MDW,229,4,7,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1436,1435,1439,1440,WN,3665,N525SW,63,65,51,-1,1,DTW,MDW,229,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1804,1720,2026,1950,WN,3691,N732SW,262,270,247,36,44,DTW,PHX,1671,7,8,0,,0,7,0,0,0,29
2008,1,5,6,714,715,745,755,WN,309,N336SW,91,100,75,-10,-1,DTW,STL,440,4,12,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1154,1155,1220,1235,WN,751,N788SA,86,100,73,-15,-1,DTW,STL,440,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1716,1715,1800,1810,WN,1003,N523SW,44,55,35,-10,1,ELP,ABQ,223,3,6,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1337,1340,1431,1435,WN,3481,N730SW,54,55,38,-4,-3,ELP,ABQ,223,4,12,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1725,1635,1944,1900,WN,330,N299WN,79,85,68,44,50,ELP,AUS,528,5,6,0,,0,2,0,0,0,42
2008,1,5,6,1147,1120,1404,1345,WN,1001,N366SW,77,85,66,19,27,ELP,AUS,528,3,8,0,,0,1,0,0,0,18
2008,1,5,6,905,905,1131,1135,WN,23,N333SW,86,90,74,-4,0,ELP,DAL,562,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1112,1110,1337,1340,WN,31,N744SW,85,90,74,-3,2,ELP,DAL,562,4,7,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1658,1610,1917,1840,WN,1156,N510SW,79,90,71,37,48,ELP,DAL,562,3,5,0,,0,0,0,0,0,37
2008,1,5,6,1258,1300,1527,1530,WN,2635,N411WN,89,90,74,-3,-2,ELP,DAL,562,4,11,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1720,1710,2010,1955,WN,14,N450WN,110,105,93,15,10,ELP,HOU,677,4,13,0,,0,1,0,5,0,9
2008,1,5,6,617,615,851,900,WN,1188,N414WN,94,105,82,-9,2,ELP,HOU,677,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1359,1340,1647,1625,WN,2280,N642WN,108,105,93,22,19,ELP,HOU,677,4,11,0,,0,9,0,3,0,10
2008,1,5,6,905,910,952,1000,WN,926,N736SA,107,110,92,-8,-5,ELP,LAS,584,5,10,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1656,1625,1754,1715,WN,1593,N417WN,118,110,94,39,31,ELP,LAS,584,16,8,0,,0,12,0,8,0,19
2008,1,5,6,1156,1200,1303,1310,WN,511,N416WN,127,130,111,-7,-4,ELP,LAX,714,6,10,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1831,1825,2002,1935,WN,1414,N364SW,151,130,111,27,6,ELP,LAX,714,35,5,0,,0,6,0,21,0,0
2008,1,5,6,1526,1525,1640,1640,WN,28,N669SW,74,75,59,0,1,ELP,PHX,347,7,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,808,810,920,930,WN,674,N510SW,72,80,59,-10,-2,ELP,PHX,347,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,938,935,1052,1055,WN,1028,N693SW,74,80,60,-3,3,ELP,PHX,347,3,11,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1231,1230,1347,1345,WN,2094,N600WN,76,75,56,2,1,ELP,PHX,347,9,11,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1758,1755,1906,1910,WN,2361,N311SW,68,75,59,-4,3,ELP,PHX,347,4,5,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1043,1040,1223,1130,WN,3748,N726SW,160,110,142,53,3,ELP,SAN,636,5,13,0,,0,0,0,53,0,0
2008,1,5,6,1444,1435,1701,1655,WN,117,N314SW,77,80,65,6,9,ELP,SAT,496,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,727,730,940,950,WN,348,N344SW,73,80,63,-10,-3,ELP,SAT,496,3,7,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1954,1845,2206,2100,WN,500,N219WN,72,75,61,66,69,ELP,SAT,496,3,8,0,,0,0,0,0,0,66
2008,1,5,6,1145,1145,1408,1405,WN,3419,N779SW,83,80,64,3,0,ELP,SAT,496,3,16,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,701,700,814,820,WN,278,N767SW,133,140,115,-6,1,FLL,BNA,793,4,14,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1419,1410,1548,1530,WN,2380,N244WN,149,140,115,18,9,FLL,BNA,793,5,29,0,,0,9,0,9,0,0
2008,1,5,6,1748,1735,2009,2005,WN,22,N497WN,141,150,120,4,13,FLL,BWI,925,5,16,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1309,1315,1543,1550,WN,219,N256WN,154,155,125,-7,-6,FLL,BWI,925,3,26,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1134,1025,1417,1300,WN,1570,N655WN,163,155,126,77,69,FLL,BWI,925,7,30,0,,0,17,0,8,0,52
2008,1,5,6,640,640,912,910,WN,1750,N239WN,152,150,131,2,0,FLL,BWI,925,6,15,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1507,1500,1649,1700,WN,46,N353SW,162,180,146,-11,7,FLL,HOU,957,4,12,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,705,705,844,905,WN,2011,N490WN,159,180,140,-21,0,FLL,HOU,957,3,16,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1632,1635,1923,1925,WN,275,N273WN,171,170,142,-2,-3,FLL,ISP,1093,2,27,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,949,950,1241,1235,WN,1310,N469WN,172,165,151,6,-1,FLL,ISP,1093,4,17,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1323,1240,1632,1525,WN,3393,N780SW,189,165,146,67,43,FLL,ISP,1093,3,40,0,,0,15,0,24,0,28
2008,1,5,6,1647,1645,1821,1800,WN,431,N617SW,94,75,51,21,2,FLL,JAX,318,10,33,0,,0,0,0,21,0,0
2008,1,5,6,1407,1350,1535,1505,WN,2804,N738CB,88,75,52,30,17,FLL,JAX,318,6,30,0,,0,17,0,13,0,0
2008,1,5,6,1104,1040,1218,1155,WN,3225,N610WN,74,75,51,23,24,FLL,JAX,318,6,17,0,,0,20,0,0,0,3
2008,1,5,6,749,745,855,855,WN,3430,N706SW,66,70,50,0,4,FLL,JAX,318,5,11,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,2130,2040,2226,2150,WN,3514,N453WN,56,70,46,36,50,FLL,JAX,318,3,7,0,,0,9,0,0,0,27
2008,1,5,6,1908,1905,2002,2005,WN,121,N494WN,54,60,30,-3,3,FLL,MCO,178,6,18,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1603,1515,1704,1615,WN,365,N269WN,61,60,34,49,48,FLL,MCO,178,4,23,0,,0,44,0,1,0,4
2008,1,5,6,821,820,915,915,WN,590,N424WN,54,55,37,0,1,FLL,MCO,178,5,12,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1308,1300,1410,1400,WN,718,N476WN,62,60,31,10,8,FLL,MCO,178,5,26,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1136,1135,1246,1235,WN,3075,N750SA,70,60,36,11,1,FLL,MCO,178,5,29,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,2032,2015,2242,2220,WN,485,N661SW,190,185,168,22,17,FLL,MDW,1166,6,16,0,,0,17,0,5,0,0
2008,1,5,6,1652,1645,1917,1900,WN,727,N338SW,205,195,169,17,7,FLL,MDW,1166,4,32,0,,0,3,0,10,0,4
2008,1,5,6,1141,1120,1407,1335,WN,1220,N283WN,206,195,170,32,21,FLL,MDW,1166,4,32,0,,0,21,0,11,0,0
2008,1,5,6,1310,1310,1535,1525,WN,1247,N328SW,205,195,175,10,0,FLL,MDW,1166,4,26,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,806,805,1015,1015,WN,2881,N612SW,189,190,172,0,1,FLL,MDW,1166,4,13,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1100,1100,1205,1205,WN,169,N550WN,125,125,104,0,0,FLL,MSY,673,3,18,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1157,1145,1452,1440,WN,434,N647SW,175,175,146,12,12,FLL,PHL,992,4,25,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,730,730,1010,1015,WN,967,N340LV,160,165,139,-5,0,FLL,PHL,992,6,15,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1903,1905,2133,2150,WN,3223,N660SW,150,165,132,-17,-2,FLL,PHL,992,3,15,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1642,1600,1953,1900,WN,1055,N699SW,191,180,156,53,42,FLL,PVD,1188,4,31,0,,0,20,0,11,0,22
2008,1,5,6,1813,1810,2005,2010,WN,2889,N528SW,172,180,154,-5,3,FLL,STL,1056,2,16,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,922,920,1010,1015,WN,295,N383SW,48,55,35,-5,2,FLL,TPA,197,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1532,1540,1634,1640,WN,549,N650SW,62,60,35,-6,-8,FLL,TPA,197,17,10,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,838,840,929,940,WN,1236,N388SW,51,60,36,-11,-2,FLL,TPA,197,4,11,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1219,1220,1322,1325,WN,1936,N694SW,63,65,35,-3,-1,FLL,TPA,197,3,25,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1009,1010,1110,1110,WN,2362,N413WN,61,60,37,0,-1,FLL,TPA,197,3,21,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1434,1400,1548,1500,WN,3399,N610WN,74,60,40,48,34,FLL,TPA,197,5,29,0,,0,2,0,14,0,32
2008,1,5,6,1931,1830,2021,1930,WN,3596,N759GS,50,60,35,51,61,FLL,TPA,197,5,10,0,,0,2,0,0,0,49
2008,1,5,6,730,735,928,935,WN,196,N203WN,58,60,46,-7,-5,GEG,BOI,287,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1050,1050,1247,1250,WN,1027,N740SW,57,60,44,-3,0,GEG,BOI,287,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1747,1645,1942,1845,WN,1403,N659SW,55,60,46,57,62,GEG,BOI,287,2,7,0,,0,0,0,0,0,57
2008,1,5,6,1846,1800,2058,2020,WN,1682,N782SA,132,140,114,38,46,GEG,LAS,806,10,8,0,,0,0,0,0,0,38
2008,1,5,6,1158,1200,1405,1420,WN,2726,N484WN,127,140,114,-15,-2,GEG,LAS,806,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,714,715,912,925,WN,1022,N315SW,118,130,108,-13,-1,GEG,OAK,723,3,7,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1456,1420,1659,1630,WN,2208,N675AA,123,130,111,29,36,GEG,OAK,723,4,8,0,,0,12,0,0,0,17
2008,1,5,6,2008,1930,2118,2040,WN,1788,N376SW,70,70,50,38,38,GEG,PDX,279,14,6,0,,0,0,0,0,0,38
2008,1,5,6,1012,1005,1115,1110,WN,2558,N649SW,63,65,52,5,7,GEG,PDX,279,2,9,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1432,1345,1530,1450,WN,3659,N245WN,58,65,50,40,47,GEG,PDX,279,1,7,0,,0,9,0,0,0,31
2008,1,5,6,943,940,1102,1040,WN,73,N636WN,79,60,61,22,3,GEG,SEA,224,4,14,0,,0,0,0,22,0,0
2008,1,5,6,629,630,726,730,WN,98,N487WN,57,60,43,-4,-1,GEG,SEA,224,6,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1451,1330,1544,1430,WN,151,N258WN,53,60,43,74,81,GEG,SEA,224,3,7,0,,0,8,0,0,0,66
2008,1,5,6,1932,1705,2029,1805,WN,3589,N405WN,57,60,44,144,147,GEG,SEA,224,5,8,0,,0,0,0,0,0,144
2008,1,5,6,1345,1330,1613,1605,WN,337,N456WN,88,95,73,8,15,GEG,SLC,546,4,11,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1925,1910,2032,2025,WN,823,N361SW,127,135,110,7,15,HOU,ABQ,759,5,12,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1351,1345,1456,1500,WN,901,N615SW,125,135,112,-4,6,HOU,ABQ,759,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1500,1500,1542,1545,WN,1003,N523SW,42,45,29,-3,0,HOU,AUS,148,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1330,1330,1408,1415,WN,2124,N474WN,38,45,28,-7,0,HOU,AUS,148,4,6,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1903,1850,1942,1935,WN,2183,N654SW,39,45,28,7,13,HOU,AUS,148,5,6,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1001,1000,1041,1045,WN,2358,N332SW,40,45,29,-4,1,HOU,AUS,148,5,6,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,809,805,853,850,WN,2654,N234WN,44,45,33,3,4,HOU,AUS,148,5,6,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1649,1645,1813,1820,WN,342,N753SW,84,95,73,-7,4,HOU,BHM,570,2,9,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,929,925,1052,1055,WN,1188,N414WN,83,90,74,-3,4,HOU,BHM,570,2,7,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,2036,2015,2213,2200,WN,14,N243WN,97,105,88,13,21,HOU,BNA,670,4,5,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1733,1725,1925,1910,WN,39,N507SW,112,105,90,15,8,HOU,BNA,670,11,11,0,,0,8,0,7,0,0
2008,1,5,6,915,900,1048,1045,WN,147,N321SW,93,105,83,3,15,HOU,BNA,670,4,6,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1411,1355,1556,1540,WN,2096,N654SW,105,105,94,16,16,HOU,BNA,670,5,6,0,,0,16,0,0,0,0
2008,1,5,6,1014,945,1351,1335,WN,268,N331SW,157,170,145,16,29,HOU,BWI,1246,4,8,0,,0,10,0,0,0,6
2008,1,5,6,1734,1725,2125,2115,WN,2014,N399WN,171,170,153,10,9,HOU,BWI,1246,4,14,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1948,1950,2330,2340,WN,3408,N770SA,162,170,149,-10,-2,HOU,BWI,1246,6,7,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1031,1025,1117,1115,WN,9,N669SW,46,50,34,2,6,HOU,CRP,187,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1254,1255,1336,1345,WN,21,N687SW,42,50,32,-9,-1,HOU,CRP,187,2,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1910,1625,1955,1715,WN,35,N505SW,45,50,32,160,165,HOU,CRP,187,5,8,0,,0,0,0,0,0,160
2008,1,5,6,731,730,824,825,WN,6,N638SW,53,55,43,-1,1,HOU,DAL,239,4,6,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,755,800,850,855,WN,8,N520SW,55,55,42,-5,-5,HOU,DAL,239,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,859,900,958,955,WN,12,N677AA,59,55,45,3,-1,HOU,DAL,239,3,11,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1002,1000,1059,1055,WN,16,N334SW,57,55,43,4,2,HOU,DAL,239,5,9,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1032,1030,1128,1125,WN,18,N523SW,56,55,43,3,2,HOU,DAL,239,7,6,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1102,1100,1155,1155,WN,20,N505SW,53,55,43,0,2,HOU,DAL,239,4,6,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1213,1200,1308,1255,WN,24,N511SW,55,55,44,13,13,HOU,DAL,239,3,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1228,1230,1322,1325,WN,26,N223WN,54,55,42,-3,-2,HOU,DAL,239,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1300,1300,1353,1355,WN,28,N669SW,53,55,42,-2,0,HOU,DAL,239,3,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1356,1330,1451,1425,WN,30,N436WN,55,55,44,26,26,HOU,DAL,239,4,7,0,,0,0,0,0,0,26
2008,1,5,6,1406,1400,1500,1455,WN,32,N340LV,54,55,42,5,6,HOU,DAL,239,5,7,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1522,1500,1617,1555,WN,36,N664WN,55,55,43,22,22,HOU,DAL,239,4,8,0,,0,11,0,0,0,11
2008,1,5,6,1528,1530,1619,1625,WN,38,N687SW,51,55,43,-6,-2,HOU,DAL,239,3,5,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1601,1600,1653,1655,WN,40,N324SW,52,55,41,-2,1,HOU,DAL,239,3,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1639,1630,1731,1725,WN,42,N308SA,52,55,42,6,9,HOU,DAL,239,3,7,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1729,1730,1827,1825,WN,46,N353SW,58,55,44,2,-1,HOU,DAL,239,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1858,1830,1948,1925,WN,50,N519SW,50,55,41,23,28,HOU,DAL,239,3,6,0,,0,0,0,0,0,23
2008,1,5,6,1949,1930,2042,2025,WN,54,N606SW,53,55,42,17,19,HOU,DAL,239,2,9,0,,0,0,0,0,0,17
2008,1,5,6,1702,1700,1755,1755,WN,749,N473WN,53,55,43,0,2,HOU,DAL,239,4,6,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,2106,2100,2157,2155,WN,916,N309SW,51,55,41,2,6,HOU,DAL,239,3,7,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1315,1310,1439,1440,WN,689,N717SA,144,150,132,-1,5,HOU,DEN,883,5,7,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,713,715,838,845,WN,2360,N349SW,145,150,132,-7,-2,HOU,DEN,883,6,7,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1728,1650,1846,1820,WN,2367,N642WN,138,150,125,26,38,HOU,DEN,883,6,7,0,,0,11,0,0,0,15
2008,1,5,6,954,950,1038,1050,WN,695,N744SW,104,120,95,-12,4,HOU,ELP,677,3,6,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1614,1550,1659,1650,WN,807,N450WN,105,120,93,9,24,HOU,ELP,677,7,5,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1757,1655,2057,2020,WN,506,N453WN,120,145,113,37,62,HOU,FLL,957,2,5,0,,0,8,0,0,0,29
2008,1,5,6,924,920,1228,1245,WN,1665,N256WN,124,145,113,-17,4,HOU,FLL,957,3,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1108,1050,1159,1150,WN,11,N436WN,51,60,43,9,18,HOU,HRL,276,2,6,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1224,1220,1322,1320,WN,19,N664WN,58,60,43,2,4,HOU,HRL,276,2,13,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1625,1550,1718,1650,WN,33,N519SW,53,60,44,28,35,HOU,HRL,276,2,7,0,,0,9,0,0,0,19
2008,1,5,6,915,920,1008,1020,WN,253,N511SW,53,60,46,-12,-5,HOU,HRL,276,2,5,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1808,1755,1855,1855,WN,919,N389SW,47,60,40,0,13,HOU,HRL,276,2,5,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1730,1715,1836,1825,WN,205,N700GS,66,70,52,11,15,HOU,JAN,359,3,11,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1831,1835,1937,1945,WN,266,N472WN,66,70,50,-8,-4,HOU,JAN,359,9,7,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,706,705,803,810,WN,534,N445WN,57,65,50,-7,1,HOU,JAN,359,2,5,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1309,1305,1411,1410,WN,3244,N728SW,62,65,53,1,4,HOU,JAN,359,2,7,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1353,1325,1645,1625,WN,23,N333SW,112,120,95,20,28,HOU,JAX,816,4,13,0,,0,19,0,0,0,1
2008,1,5,6,1013,1010,1127,1130,WN,237,N782SA,194,200,182,-3,3,HOU,LAS,1235,6,6,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,2009,1945,2112,2105,WN,657,N483WN,183,200,174,7,24,HOU,LAS,1235,3,6,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1548,1540,1702,1705,WN,854,N468WN,194,205,180,-3,8,HOU,LAS,1235,8,6,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,740,740,857,900,WN,1258,N729SW,197,200,184,-3,0,HOU,LAS,1235,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1304,1255,1437,1435,WN,430,N272WN,213,220,196,2,9,HOU,LAX,1390,9,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,800,800,935,940,WN,971,N764SW,215,220,200,-5,0,HOU,LAX,1390,7,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1617,1615,1749,1800,WN,1026,N224WN,212,225,200,-11,2,HOU,LAX,1390,6,6,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1830,1825,2002,2010,WN,1113,N720WN,212,225,196,-8,5,HOU,LAX,1390,10,6,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1346,1325,1456,1435,WN,588,N701GS,70,70,60,21,21,HOU,LIT,393,3,7,0,,0,0,0,0,0,21
2008,1,5,6,1927,1930,2044,2055,WN,701,N308SA,77,85,65,-11,-3,HOU,MAF,441,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1119,1120,1237,1245,WN,1343,N527SW,78,85,66,-8,-1,HOU,MAF,441,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,857,855,1202,1205,WN,3,N624SW,125,130,109,-3,2,HOU,MCO,848,8,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1407,1400,1707,1710,WN,25,N360SW,120,130,108,-3,7,HOU,MCO,848,5,7,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,2020,2020,2317,2325,WN,51,N716SW,117,125,103,-8,0,HOU,MCO,848,6,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1823,1745,2119,2050,WN,940,N286WN,116,125,102,29,38,HOU,MCO,848,7,7,0,,0,8,0,0,0,21
2008,1,5,6,619,620,918,930,WN,2621,N637SW,119,130,107,-12,-1,HOU,MCO,848,6,6,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1437,1425,1657,1650,WN,519,N512SW,140,145,130,7,12,HOU,MDW,937,5,5,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,937,935,1145,1200,WN,544,N707SA,128,145,117,-15,2,HOU,MDW,937,5,6,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1217,1215,1435,1440,WN,2445,N332SW,138,145,125,-5,2,HOU,MDW,937,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1752,1735,2012,2005,WN,2523,N630WN,140,150,129,7,17,HOU,MDW,937,5,6,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1825,1800,1920,1900,WN,41,N701GS,55,60,44,20,25,HOU,MSY,303,3,8,0,,0,2,0,0,0,18
2008,1,5,6,739,740,834,840,WN,311,N522SW,55,60,43,-6,-1,HOU,MSY,303,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1006,1005,1057,1105,WN,521,N365SW,51,60,43,-8,1,HOU,MSY,303,2,6,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1609,1520,1704,1620,WN,714,N769SW,55,60,46,44,49,HOU,MSY,303,3,6,0,,0,44,0,0,0,0
2008,1,5,6,1204,1115,1256,1215,WN,788,N767SW,52,60,44,41,49,HOU,MSY,303,3,5,0,,0,41,0,0,0,0
2008,1,5,6,822,825,917,925,WN,1874,N527SW,55,60,43,-8,-3,HOU,MSY,303,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1412,1410,1507,1510,WN,3234,N770SA,55,60,44,-3,2,HOU,MSY,303,4,7,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,2122,2025,2217,2120,WN,3665,N525SW,55,55,45,57,57,HOU,MSY,303,4,6,0,,0,57,0,0,0,0
2008,1,5,6,1820,1820,2052,2035,WN,1192,N734SA,272,255,250,17,0,HOU,OAK,1642,15,7,0,,0,0,0,17,0,0
2008,1,5,6,930,930,1202,1145,WN,2011,N490WN,272,255,259,17,0,HOU,OAK,1642,4,9,0,,0,0,0,17,0,0
2008,1,5,6,1131,1125,1251,1240,WN,877,N784SW,80,75,62,11,6,HOU,OKC,419,4,14,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1317,1315,1431,1430,WN,956,N611SW,74,75,64,1,2,HOU,OKC,419,3,7,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1722,1715,1837,1835,WN,1230,N793SA,75,80,63,2,7,HOU,OKC,419,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1607,1520,2002,1930,WN,31,N744SW,175,190,161,32,47,HOU,PHL,1335,7,7,0,,0,31,0,0,0,1
2008,1,5,6,733,730,916,925,WN,338,N651SW,163,175,152,-9,3,HOU,PHX,1020,4,7,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,2124,2035,2256,2230,WN,942,N700GS,152,175,144,26,49,HOU,PHX,1020,3,5,0,,0,26,0,0,0,0
2008,1,5,6,923,920,1113,1115,WN,1478,N639SW,170,175,151,-2,3,HOU,PHX,1020,12,7,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1347,1340,1525,1535,WN,1600,N641SW,158,175,146,-10,7,HOU,PHX,1020,5,7,0,,0,NA,NA,NA,NA,NA
